train-s6233	30	0.0
train-s6280	21	0.0
dev-s1440	10	0.0
train-s10317	20	0.0
train-s7817	14	0.0
dev-s1508	2	0.0
train-s11691	20	0.0
train-s11218	22	0.0
train-s9324	1	0.0
dev-s566	17	0.0
train-s13200	23	0.0
train-s688	6	0.0
train-s12488	17	0.0
train-s4056	15	0.0
train-s11109	16	0.0
dev-s836	9	0.0
train-s10804	6	0.0
train-s2048	53	0.0
dev-s369	6	0.0
train-s6086	11	0.0
train-s12855	5	0.0
dev-s1204	60	0.0
train-s5419	28	0.0
train-s12929	7	0.0
train-s10350	23	0.0
train-s4637	27	0.0
dev-s218	17	0.0
train-s8306	40	0.0
train-s7588	21	0.0
train-s1682	34	0.0
train-s11937	11	0.0
train-s11362	11	0.0
train-s11122	55	0.0
test-s651	15	0.0
train-s5731	25	0.0
train-s13007	1	0.0
train-s8306	54	0.0
dev-s1012	31	0.0
test-s1287	13	0.0
train-s11382	34	0.0
train-s11125	28	0.0
train-s11091	9	0.0
train-s994	32	0.0
train-s987	3	0.0
dev-s1023	16	0.0
train-s6240	22	0.0
train-s12051	27	0.0
dev-s1053	18	0.0
train-s5382	66	0.0
train-s10568	58	0.0
train-s1953	18	0.0
dev-s17	1	0.0
dev-s1097	5	0.0
train-s3067	1	0.0
train-s9169	27	0.0
train-s10948	29	0.0
train-s12856	36	0.0
train-s11640	10	0.0
train-s13003	8	0.0
train-s2595	3	0.0
train-s8314	44	0.0
train-s6546	34	0.0
train-s5382	70	0.0
train-s1180	12	0.0
dev-s801	26	0.0
train-s6168	6	0.0
train-s1095	10	0.0
train-s7187	11	0.0
train-s10083	14	0.0
train-s353	17	0.0
train-s2043	6	0.0
test-s961	36	0.0
test-s671	19	0.0
train-s4529	5	0.0
train-s10295	3	0.0
train-s8456	16	0.0
test-s459	26	0.0
dev-s513	2	0.0
train-s4161	23	0.0
train-s6810	2	0.0
train-s12761	5	0.0
train-s12882	13	0.0
train-s11425	10	0.0
train-s7874	37	0.0
train-s2539	6	0.0
train-s12085	14	0.0
train-s1034	27	0.0
train-s7339	26	0.0
train-s2185	7	0.0
train-s10785	9	0.0
train-s7847	16	0.0
train-s10102	44	0.0
train-s12111	51	0.0
train-s4583	10	0.0
train-s9085	3	0.0
train-s6341	6	0.0
dev-s1171	17	0.0
dev-s195	18	0.0
train-s8120	29	0.0
train-s2224	8	0.0
