EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	TEST_LOSS	TEST_PRECISION	TEST_RECALL	TEST_F1
0	21:11:25	0	0.1000	0.895464081712711	0.2279074341058731	0.9791	0.9785	0.9788	0.20686939358711243	0.9844	0.9829	0.9836
1	21:20:53	0	0.1000	0.4098773638407389	0.21167725324630737	0.9803	0.9797	0.98	0.19697505235671997	0.9835	0.984	0.9837
2	21:30:20	0	0.1000	0.3617980228162106	0.1821046620607376	0.9861	0.9833	0.9847	0.1568852961063385	0.9888	0.9857	0.9872
3	21:39:52	0	0.1000	0.29697571948722556	0.15567147731781006	0.9879	0.9867	0.9873	0.14129358530044556	0.9903	0.9896	0.9899
4	21:49:23	0	0.1000	0.27096602114630336	0.13701775670051575	0.9895	0.9903	0.9899	0.13419315218925476	0.9913	0.9902	0.9907
5	21:58:56	0	0.1000	0.2616206795345118	0.15124168992042542	0.9883	0.9887	0.9885	0.12996014952659607	0.9913	0.9907	0.991
6	22:08:27	1	0.1000	0.24947098500934647	0.14324843883514404	0.9897	0.9903	0.99	0.13375312089920044	0.9915	0.991	0.9912
7	22:18:02	0	0.1000	0.23947404041702364	0.13354580104351044	0.9897	0.9899	0.9898	0.13117197155952454	0.9913	0.99	0.9906
8	22:27:32	1	0.1000	0.23141357405686083	0.12984710931777954	0.9907	0.9901	0.9904	0.12777455151081085	0.9903	0.9893	0.9898
9	22:36:56	0	0.1000	0.20777648790383044	0.15675956010818481	0.9891	0.9915	0.9903	0.13634777069091797	0.9902	0.9915	0.9908
10	22:46:20	1	0.1000	0.19950353378131067	0.1302286982536316	0.9907	0.9915	0.9911	0.12249282747507095	0.9912	0.9907	0.9909
11	22:55:51	0	0.1000	0.20773021048969692	0.1295812427997589	0.9883	0.9895	0.9889	0.12192925810813904	0.9908	0.9905	0.9906
12	23:05:21	1	0.1000	0.1909152998600477	0.13591299951076508	0.9909	0.9907	0.9908	0.13007672131061554	0.9896	0.9881	0.9888
13	23:14:51	2	0.1000	0.18137934038668502	0.15488150715827942	0.9887	0.9893	0.989	0.14324066042900085	0.991	0.9902	0.9906
14	23:24:16	3	0.1000	0.17932464524551675	0.1395406723022461	0.9899	0.9901	0.99	0.13440808653831482	0.991	0.9908	0.9909
15	23:33:44	0	0.0500	0.16508682491602722	0.15039128065109253	0.9899	0.9899	0.9899	0.13638301193714142	0.992	0.991	0.9915
16	23:43:08	1	0.0500	0.15852991923873808	0.13346810638904572	0.9903	0.9909	0.9906	0.13205790519714355	0.9905	0.9898	0.9901
17	23:52:37	2	0.0500	0.13992663894170596	0.1335485875606537	0.9899	0.9905	0.9902	0.12963934242725372	0.9917	0.9905	0.9911
18	00:02:07	3	0.0500	0.13086455891161788	0.12828482687473297	0.9903	0.9909	0.9906	0.13183273375034332	0.9908	0.9905	0.9906
19	00:11:32	0	0.0250	0.134132589822934	0.12747682631015778	0.9901	0.9901	0.9901	0.13578610122203827	0.9906	0.9891	0.9898
20	00:20:59	1	0.0250	0.13062679797043036	0.12841475009918213	0.9899	0.9901	0.99	0.13667571544647217	0.99	0.9893	0.9896
21	00:30:26	2	0.0250	0.11990300902613887	0.13245736062526703	0.9901	0.9901	0.9901	0.136548712849617	0.9906	0.9893	0.9899
22	00:39:56	3	0.0250	0.1197956544013671	0.13610146939754486	0.9901	0.9907	0.9904	0.1361364722251892	0.9917	0.991	0.9913
23	00:49:25	0	0.0125	0.11534599006911855	0.13058412075042725	0.9911	0.9913	0.9912	0.13537728786468506	0.9905	0.99	0.9902
24	00:58:58	0	0.0125	0.12161141604553034	0.1309717893600464	0.9905	0.9907	0.9906	0.13748100399971008	0.9908	0.9905	0.9906
25	01:08:26	1	0.0125	0.11498703147158211	0.13098850846290588	0.9909	0.9909	0.9909	0.1354975700378418	0.9912	0.9907	0.9909
26	01:17:52	2	0.0125	0.12234635882907444	0.12789854407310486	0.9909	0.9909	0.9909	0.13337492942810059	0.9908	0.9902	0.9905
27	01:27:19	3	0.0125	0.11153688953246599	0.13091333210468292	0.9907	0.9909	0.9908	0.13512352108955383	0.9908	0.9905	0.9906
28	01:36:52	0	0.0063	0.10721350716955867	0.1292952299118042	0.9905	0.9907	0.9906	0.13460883498191833	0.9907	0.9903	0.9905
29	01:46:20	1	0.0063	0.10579920558281887	0.13140904903411865	0.9913	0.9913	0.9913	0.13603995740413666	0.9907	0.9902	0.9904
