test-s971	8	1.8172686335e-07
test-s633	2	1.8172686335e-07
test-s55	4	1.8172686335e-07
test-s265	7	1.8172686335e-07
test-s427	23	1.8172686335e-07
test-s1470	2	1.8172686335e-07
test-s1019	2	1.8172686335e-07
test-s387	7	1.8172686335e-07
test-s1120	2	1.8172686335e-07
test-s1649	8	1.8172686335e-07
test-s587	2	1.8172686335e-07
test-s640	2	1.8172686335e-07
test-s441	10	1.8172686335e-07
test-s1023	7	1.8172686335e-07
test-s400	21	1.8172686335e-07
test-s1304	2	1.8172686335e-07
test-s1000	13	1.8172686335e-07
test-s1197	6	1.8172686335e-07
test-s1593	9	1.8172686335e-07
test-s253	9	1.8172686335e-07
test-s1554	5	1.8172686335e-07
test-s1148	13	1.8172686335e-07
test-s1303	2	1.8172686335e-07
test-s709	13	1.8172686335e-07
test-s1034	23	1.8172686335e-07
test-s1548	3	1.8172686335e-07
test-s453	31	1.8172686335e-07
test-s478	4	1.8172686335e-07
test-s46	3	1.8172686335e-07
test-s825	5	1.8172686335e-07
test-s998	2	1.8172686335e-07
test-s1390	2	1.8172686335e-07
test-s502	8	1.8172686335e-07
test-s697	18	1.8172686335e-07
test-s790	2	1.8172686335e-07
test-s1006	14	1.8172686335e-07
test-s382	20	1.8172686335e-07
test-s42	4	1.8172686335e-07
test-s1604	26	1.8172686335e-07
test-s1269	21	1.8172686335e-07
test-s1608	16	1.8172686335e-07
test-s366	6	1.8172686335e-07
test-s21	5	1.8172686335e-07
test-s566	2	1.8172686335e-07
test-s70	20	1.8172686335e-07
test-s1022	2	1.8172686335e-07
test-s944	9	1.8172686335e-07
test-s266	18	1.8172686335e-07
test-s1242	3	1.8172686335e-07
test-s91	3	1.8172686335e-07
test-s766	5	1.8172686335e-07
test-s1111	11	1.8172686335e-07
test-s749	2	1.8172686335e-07
test-s1233	11	1.8172686335e-07
test-s632	2	1.8172686335e-07
test-s994	34	1.8172686335e-07
test-s996	2	1.8172686335e-07
test-s996	4	1.8172686335e-07
test-s546	2	1.8172686335e-07
test-s1164	16	1.8172686335e-07
test-s438	14	1.8172686335e-07
test-s1613	2	1.8172686335e-07
test-s53	5	1.8172686335e-07
test-s442	6	1.8172686335e-07
test-s782	17	1.8172686335e-07
test-s317	22	1.8172686335e-07
test-s957	36	1.8172686335e-07
test-s37	13	1.8172686335e-07
test-s677	9	1.8172686335e-07
test-s1184	2	1.8172686335e-07
test-s536	12	1.8172686335e-07
test-s1576	15	1.8172686335e-07
test-s1091	2	1.8172686335e-07
test-s1030	15	1.8172686335e-07
test-s754	2	1.8172686335e-07
test-s864	9	1.8172686335e-07
test-s1521	2	1.8172686335e-07
test-s1458	31	1.8172686335e-07
test-s593	2	1.8172686335e-07
test-s544	24	1.8172686335e-07
test-s1678	2	1.8172686335e-07
test-s945	10	1.8172686335e-07
test-s1136	11	1.8172686335e-07
test-s505	5	1.8172686335e-07
test-s1195	7	1.8172686335e-07
test-s1015	12	1.8172686335e-07
test-s96	4	1.8172686335e-07
test-s1389	2	1.8172686335e-07
test-s988	18	1.8172686335e-07
test-s525	2	1.8172686335e-07
test-s346	8	1.8172686335e-07
test-s1144	13	1.8172686335e-07
test-s1139	11	1.8172686335e-07
test-s1108	40	1.8172686335e-07
test-s785	14	1.8172686335e-07
test-s538	2	1.8172686335e-07
test-s1018	2	1.8172686335e-07
test-s24	9	1.8172686335e-07
test-s24	11	1.8172686335e-07
test-s1400	12	1.8172686335e-07
test-s1231	12	1.8172686335e-07
test-s503	11	1.8172686335e-07
test-s510	10	1.8172686335e-07
test-s665	6	1.8172686335e-07
test-s1457	2	1.8172686335e-07
test-s808	2	1.8172686335e-07
test-s1625	2	1.8172686335e-07
test-s940	16	1.8172686335e-07
test-s820	5	1.71513892959e-07
test-s654	13	1.71513892959e-07
test-s1518	15	1.71513892959e-07
test-s361	16	1.71513892959e-07
test-s1614	7	1.71513892959e-07
test-s1123	8	1.71513892959e-07
test-s1385	9	1.71513892959e-07
test-s82	4	1.71513892959e-07
test-s178	13	1.71513892959e-07
test-s1033	19	1.71513892959e-07
test-s1578	15	1.71513892959e-07
test-s1441	4	1.71513892959e-07
test-s344	5	1.71513892959e-07
test-s1333	11	1.71513892959e-07
test-s1171	9	1.71513892959e-07
test-s470	3	1.71513892959e-07
test-s412	5	1.71513892959e-07
test-s1223	8	1.71513892959e-07
test-s1498	23	1.71513892959e-07
test-s291	17	1.71513892959e-07
test-s1071	9	1.71513892959e-07
test-s626	8	1.71513892959e-07
test-s198	9	1.71513892959e-07
test-s669	3	1.71513892959e-07
test-s669	6	1.71513892959e-07
test-s149	5	1.71513892959e-07
