EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	TEST_LOSS	TEST_PRECISION	TEST_RECALL	TEST_F1
0	21:21:25	0	0.1000	0.9126702980494793	0.29047831892967224	0.9778	0.98	0.9789	0.26216259598731995	0.9787	0.9806	0.9796
1	21:30:56	0	0.1000	0.4311805526415507	0.21109440922737122	0.9845	0.9831	0.9838	0.16634726524353027	0.9858	0.9837	0.9847
2	21:40:25	0	0.1000	0.35039307261690683	0.21753405034542084	0.9864	0.9857	0.986	0.1566995084285736	0.9886	0.9876	0.9881
3	21:49:51	0	0.1000	0.30569410647874995	0.21363356709480286	0.9853	0.9847	0.985	0.16128212213516235	0.9879	0.9865	0.9872
4	21:59:18	1	0.1000	0.2885829716552923	0.1986689269542694	0.9866	0.9878	0.9872	0.14147929847240448	0.99	0.9904	0.9902
5	22:08:48	0	0.1000	0.2488313889797823	0.17889833450317383	0.9878	0.9884	0.9881	0.13528013229370117	0.9911	0.9902	0.9906
6	22:18:21	0	0.1000	0.23743063340216508	0.1827966272830963	0.9884	0.9888	0.9886	0.12651684880256653	0.9902	0.9899	0.99
7	22:27:51	0	0.1000	0.2375670752407592	0.1811763346195221	0.9888	0.9899	0.9893	0.12090782076120377	0.9918	0.9914	0.9916
8	22:37:21	0	0.1000	0.21503422525193955	0.22599704563617706	0.9861	0.987	0.9865	0.14342652261257172	0.9907	0.9895	0.9901
9	22:46:48	1	0.1000	0.2156344602873296	0.18587838113307953	0.9888	0.9891	0.9889	0.12212545424699783	0.9914	0.9902	0.9908
10	22:56:12	2	0.1000	0.2031553551002785	0.19412410259246826	0.9895	0.9895	0.9895	0.13283628225326538	0.9914	0.99	0.9907
11	23:05:45	0	0.1000	0.21220292493149087	0.18125252425670624	0.9876	0.9901	0.9888	0.1295846402645111	0.9911	0.9914	0.9912
12	23:15:15	1	0.1000	0.1818227885681906	0.18939578533172607	0.989	0.9903	0.9896	0.13263176381587982	0.9906	0.99	0.9903
13	23:24:47	0	0.1000	0.16891195376714072	0.18774177134037018	0.989	0.9897	0.9893	0.13346926867961884	0.9912	0.9899	0.9905
14	23:34:12	1	0.1000	0.18244880003693664	0.18749482929706573	0.9897	0.9907	0.9902	0.12450584024190903	0.9918	0.9907	0.9912
15	23:43:46	0	0.1000	0.17641413300125688	0.18674397468566895	0.9893	0.9903	0.9898	0.12004939466714859	0.9918	0.9909	0.9913
16	23:53:06	1	0.1000	0.17330657052405088	0.18831820785999298	0.9882	0.9895	0.9888	0.12985113263130188	0.9907	0.9902	0.9904
17	00:02:33	2	0.1000	0.1574300385183758	0.18643489480018616	0.9899	0.9903	0.9901	0.1374543309211731	0.9918	0.9904	0.9911
18	00:11:59	3	0.1000	0.1667310482189979	0.20565512776374817	0.9884	0.9911	0.9897	0.1395518034696579	0.99	0.9904	0.9902
19	00:21:23	0	0.0500	0.14547285768720838	0.19300495088100433	0.9888	0.9903	0.9895	0.13141725957393646	0.9904	0.9907	0.9905
20	00:30:46	1	0.0500	0.12953295383924318	0.20345139503479004	0.9892	0.9909	0.99	0.13373295962810516	0.9921	0.9925	0.9923
21	00:40:13	2	0.0500	0.13071909193639403	0.1879817098379135	0.989	0.9901	0.9895	0.1238945946097374	0.9918	0.9914	0.9916
22	00:49:42	3	0.0500	0.1254666683850465	0.18538214266300201	0.9899	0.9909	0.9904	0.12946084141731262	0.9921	0.9918	0.9919
23	00:59:12	0	0.0500	0.12380926432432952	0.18883833289146423	0.9884	0.9897	0.989	0.12719647586345673	0.9913	0.9909	0.9911
24	01:08:39	1	0.0500	0.12163131759490496	0.20384246110916138	0.9892	0.9907	0.9899	0.1200006902217865	0.9923	0.9921	0.9922
25	01:18:07	2	0.0500	0.10666549823902272	0.20359960198402405	0.9903	0.9909	0.9906	0.13416288793087006	0.9914	0.9907	0.991
26	01:27:40	0	0.0500	0.11629725238423289	0.20643620193004608	0.9895	0.9907	0.9901	0.1296236366033554	0.992	0.992	0.992
27	01:37:08	1	0.0500	0.10552142100569642	0.2083541303873062	0.9892	0.9901	0.9896	0.1298370510339737	0.9918	0.9918	0.9918
28	01:46:31	2	0.0500	0.11005436218815086	0.21228016912937164	0.9899	0.9903	0.9901	0.1368795484304428	0.9925	0.9918	0.9921
29	01:55:56	3	0.0500	0.09737766988483476	0.22732718288898468	0.989	0.9899	0.9894	0.1376296430826187	0.992	0.9916	0.9918
