dev-s1000	18	0.0
dev-s1000	19	0.0
dev-s1000	20	0.0
dev-s1001	16	0.0
dev-s1002	7	0.0
dev-s1008	11	0.0
dev-s1008	13	0.0
dev-s1012	31	0.0
dev-s1020	10	0.0
dev-s1023	14	0.0
dev-s1023	16	0.0
dev-s1039	29	0.0
dev-s1039	40	0.0
dev-s1044	4	0.0
dev-s1053	18	0.0
dev-s1053	23	0.0
dev-s1053	24	0.0
dev-s1053	25	0.0
dev-s1059	18	0.0
dev-s1059	23	0.0
dev-s1088	10	0.0
dev-s1088	12	0.0
dev-s1088	14	0.0
dev-s1090	19	0.0
dev-s1097	5	0.0
dev-s1097	7	0.0
dev-s1101	5	0.0
dev-s1122	4	0.0
dev-s1132	20	0.0
dev-s1146	26	0.0
dev-s1161	13	0.0
dev-s1170	16	0.0
dev-s1171	17	0.0
dev-s1190	46	0.0
dev-s1201	15	0.0
dev-s1204	14	0.0
dev-s1204	50	0.0
dev-s1204	58	0.0
dev-s1204	60	0.0
dev-s1204	9	0.0
dev-s1212	10	0.0
dev-s1212	4	0.0
dev-s1212	5	0.0
dev-s1212	6	0.0
dev-s1212	7	0.0
dev-s1212	8	0.0
dev-s1228	3	0.0
dev-s1240	6	0.0
dev-s1290	11	0.0
dev-s1300	10	0.0
dev-s1301	10	0.0
dev-s1302	5	0.0
dev-s1302	7	0.0
dev-s1304	18	0.0
dev-s1305	6	0.0
dev-s1314	19	0.0
dev-s1314	24	0.0
dev-s1322	22	0.0
dev-s1324	13	0.0
dev-s1330	1	0.0
dev-s1332	11	0.0
dev-s1332	12	0.0
dev-s1332	22	0.0
dev-s1332	24	0.0
dev-s133	31	0.0
dev-s1339	23	0.0
dev-s1343	12	0.0
dev-s1343	13	0.0
dev-s1343	17	0.0
dev-s1343	19	0.0
dev-s1365	22	0.0
dev-s1369	13	0.0
dev-s1369	17	0.0
dev-s1369	56	0.0
dev-s1369	57	0.0
dev-s1369	7	0.0
dev-s1380	23	0.0
dev-s138	17	0.0
dev-s139	20	0.0
dev-s1399	15	0.0
dev-s1440	10	0.0
dev-s1471	14	0.0
dev-s1472	25	0.0
dev-s1472	28	0.0
dev-s1472	31	0.0
dev-s1473	6	0.0
dev-s147	8	0.0
dev-s1492	12	0.0
dev-s1494	7	0.0
dev-s1501	6	0.0
dev-s1502	39	0.0
dev-s1504	9	0.0
dev-s1508	11	0.0
dev-s1508	2	0.0
dev-s151	1	0.0
dev-s151	11	0.0
dev-s151	12	0.0
dev-s1514	15	0.0
dev-s151	6	0.0
dev-s151	7	0.0
dev-s1519	13	0.0
dev-s1519	18	0.0
dev-s1525	2	0.0
dev-s1531	23	0.0
dev-s1539	8	0.0
dev-s156	8	0.0
dev-s1569	7	0.0
dev-s1571	13	0.0
dev-s1587	35	0.0
dev-s1594	17	0.0
dev-s1607	23	0.0
dev-s1607	26	0.0
dev-s1609	2	0.0
dev-s1610	15	0.0
dev-s1610	44	0.0
dev-s1610	53	0.0
dev-s1612	2	0.0
dev-s1614	34	0.0
dev-s1637	20	0.0
dev-s1645	31	0.0
dev-s17	1	0.0
dev-s177	15	0.0
dev-s177	17	0.0
dev-s18	30	0.0
dev-s18	33	0.0
dev-s185	22	0.0
dev-s191	8	0.0
dev-s195	1	0.0
dev-s195	18	0.0
dev-s195	20	0.0
dev-s198	6	0.0
dev-s21	2	0.0
dev-s213	23	0.0
dev-s21	4	0.0
dev-s21	5	0.0
dev-s218	13	0.0
dev-s218	14	0.0
dev-s218	17	0.0
dev-s223	34	0.0
dev-s223	39	0.0
dev-s237	8	0.0
dev-s243	44	0.0
dev-s249	3	0.0
dev-s276	6	0.0
dev-s285	10	0.0
dev-s285	8	0.0
dev-s30	7	0.0
dev-s313	12	0.0
dev-s313	22	0.0
dev-s316	10	0.0
dev-s316	11	0.0
dev-s316	12	0.0
dev-s316	4	0.0
dev-s316	5	0.0
dev-s316	8	0.0
dev-s319	22	0.0
dev-s328	13	0.0
